TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,BusinessUnit,HotelNights,NetCosts
1015,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,10000,Value Engineering,5,1500
1017,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,Yes,8000,Marketing,6,2250
1021,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,6,1800
1029,ZA,Cape Town,ZA,Johannesburg,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Sales,5,3000
1032,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,No,9000,Marketing,6,750
1036,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,7000,Marketing,1,1200
1039,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,Finance,6,3450
1040,DE,Berlin,FR,Paris,12,Business Class Flight,Internal Business Trip,Yes,8000,Marketing,2,450
1041,BR,Ṣo Paulo,AR,Buenos Aires,16,BMW 3 plugin hybrid,Conference/Exhibition,No,8000,Executive Management,2,2700
1043,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,No,10000,Sales,2,3150
1044,MX,Mexico City,US,Miami,16,BMW 3 plugin hybrid,Customer Visit,Yes,8000,Finance,1,2400
1056,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,6000,Marketing,2,1800
1057,US,New York,CA,Toronto,17,Fiat 500 electric,Conference/Exhibition,No,7000,Value Engineering,6,2250
1058,DE,Berlin,ES,Madrid,12,Business Class Flight,Enablement,No,6000,Services,2,3600
1059,CN,Beijing,GB,London,13,BMW 3 diesel,Customer Visit,No,8000,Sales,1,1800
1062,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,Marketing,3,3750
1063,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Sales,2,1500
1068,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,7000,Sales,3,2850
1070,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,9000,Office Management,6,3600
1072,CN,Beijing,GB,London,12,Business Class Flight,Customer Visit,Yes,6000,Value Engineering,1,3000
1078,AU,Sydney,CN,Beijing,10,Economy Flight,Customer Visit,No,9000,Services,5,450
1079,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,Value Engineering,3,2850
1083,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Enablement,No,10000,Customer Support,5,2700
1088,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,7000,Operations,4,1500
1102,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,10000,Customer Support,4,1200
1107,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,3,2850
1108,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,10000,Sales,5,1800
1114,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Marketing,1,3000
1125,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,7000,Executive Management,1,1800
1126,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,6000,Marketing,2,3600
1130,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,6000,Engineering,5,2700
1132,US,New York,CA,Toronto,4,Train,Internal Business Trip,No,8000,Operations,5,450
1133,AU,Sydney,SG,Singapore,12,Business Class Flight,Partner Visit,No,6000,Operations,2,2250
1136,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Customer Visit,No,9000,Marketing,2,3600
1139,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,3,750
1141,DE,Berlin,ES,Madrid,12,Business Class Flight,Enablement,Yes,8000,Sales,5,3750
1142,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,No,7000,Operations,2,3600
1143,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,6000,Operations,5,3150
1148,US,New York,MX,Mexico City,17,Fiat 500 electric,Customer Visit,No,6000,Sales,2,450
1149,DE,Berlin,FR,Paris,12,Business Class Flight,Customer Visit,No,6000,Customer Support,3,3900
1150,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Legal,3,450
1154,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Operations,2,2250
1155,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Value Engineering,3,2250
1161,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,10000,Sales,2,450
1162,AU,Sydney,AU,Brisbane,17,Fiat 500 electric,Customer Visit,No,9000,Office Management,2,3150
1167,US,New York,JP,Tokyo,13,BMW 3 diesel,Customer Visit,No,10000,Sales,1,1200
1174,CN,Beijing,AU,Sydney,10,Economy Flight,Internal Business Trip,No,9000,Sales,3,2400
1179,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,Yes,8000,Marketing,4,1500
1184,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,5,3000
1185,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Value Engineering,3,1800
1191,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Customer Visit,No,7000,Sales,4,450
1192,AU,Sydney,US,Los Angeles,12,Business Class Flight,Partner Visit,No,10000,Ecosystem,1,2700
1196,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,8000,Sales,3,450
1198,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,No,8000,Operations,4,3600
1207,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Operations,2,1950
1208,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Sales,5,3000
1209,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,10000,Operations,5,900
1217,ES,Madrid,PT,Lisbon,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Executive Management,3,3150
1219,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,Sales,3,3600
1220,US,New York,FR,Paris,12,Business Class Flight,Conference/Exhibition,Yes,8000,Sales,5,450
1224,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,10000,Marketing,2,3300
1228,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,9000,Sales,3,900
1230,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,7000,Executive Management,2,2700
1237,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Conference/Exhibition,No,8000,Legal,3,750
1239,DE,Berlin,FR,Paris,13,BMW 3 diesel,Enablement,No,9000,Value Engineering,3,3450
1244,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,8000,Sales,2,1650
1256,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,7000,Customer Support,2,2550
1259,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,10000,Marketing,6,2550
1260,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Conference/Exhibition,No,6000,Marketing,4,3000
1267,US,New York,CA,Toronto,13,BMW 3 diesel,Conference/Exhibition,Yes,6000,Office Management,4,3450
1269,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,9000,Office Management,3,3150
1283,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,6000,Sales,3,1800
1296,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,No,10000,Ecosystem,3,1800
1305,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,8000,Marketing,6,450
1310,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Sales,3,300
1314,CN,Beijing,AU,Sydney,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,2,450
1319,AU,Sydney,CN,Beijing,15,Volkswagen Golf petrol,Customer Visit,Yes,10000,Sales,3,900
1324,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,8000,Sales,5,1500
1327,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,10000,Marketing,2,1500
1329,BR,Ṣo Paulo,PT,Lisbon,12,Business Class Flight,Enablement,No,6000,Sales,3,300
1332,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,10000,Sales,3,450
1340,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,8000,Operations,2,900
1341,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,No,10000,Sales,3,1200
1342,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,10000,Marketing,3,1500
1343,CN,Beijing,AU,Sydney,10,Economy Flight,Customer Visit,No,8000,Marketing,5,3000
1344,US,New York,MX,Mexico City,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Sales,1,1500
1346,US,New York,FR,Paris,12,Business Class Flight,Internal Business Trip,No,9000,Marketing,2,450
1349,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,3,3450
1353,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Ecosystem,2,2250
1356,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,6000,Marketing,3,1200
1365,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,Services,5,450
1367,US,New York,MX,Mexico City,4,Train,Customer Visit,No,8000,Ecosystem,2,2400
1369,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,2,3150
1378,CN,Beijing,RU,Moscow,4,Train,Conference/Exhibition,No,8000,Sales,5,1200
1379,AU,Sydney,NZ,Auckland,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,1,3000
1383,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Customer Visit,No,9000,Sales,1,2400
1386,AU,Sydney,SG,Singapore,12,Business Class Flight,Conference/Exhibition,Yes,10000,Executive Management,4,3600
1391,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Enablement,No,7000,Services,3,3000
1393,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Partner Visit,Yes,10000,Operations,2,1350
1397,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,7000,Value Engineering,2,450
1398,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,Yes,8000,Sales,2,2850
1401,BR,Ṣo Paulo,AR,Buenos Aires,13,BMW 3 diesel,Conference/Exhibition,No,7000,Operations,2,2550
1404,CN,Beijing,RU,Moscow,12,Business Class Flight,Internal Business Trip,Yes,9000,Engineering,3,3750
1407,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,Sales,3,900
1410,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Services,3,1350
1412,US,New York,FR,Paris,12,Business Class Flight,Conference/Exhibition,Yes,8000,Product Management,3,1500
1414,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,8000,Sales,3,300
1419,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Office Management,3,450
1422,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,6000,Customer Support,3,3150
1423,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,Yes,8000,Marketing,3,1200
1431,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,6000,Value Engineering,1,1800
1434,CN,Beijing,GB,London,10,Economy Flight,Customer Visit,No,10000,Ecosystem,5,1200
1436,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,1,900
1448,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,6000,Marketing,2,1500
1450,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Enablement,No,10000,Marketing,3,450
1453,US,New York,CA,Toronto,13,BMW 3 diesel,Customer Visit,No,10000,Marketing,3,1500
1455,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,Customer Visit,Yes,7000,Sales,1,450
1456,CN,Beijing,AU,Sydney,10,Economy Flight,Customer Visit,No,9000,Sales,2,2250
1457,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,Office Management,2,300
1461,DE,Berlin,GB,London,4,Train,Conference/Exhibition,No,10000,Sales,2,2700
1466,DE,Berlin,IT,Rome,12,Business Class Flight,Customer Visit,No,8000,Marketing,4,1200
1470,CN,Beijing,RU,Moscow,4,Train,Internal Business Trip,No,8000,Value Engineering,5,2700
1473,CN,Beijing,GB,London,12,Business Class Flight,Partner Visit,Yes,9000,Sales,2,3300
1485,DE,Hamburg,FR,Paris,14,Volkswagen Golf diesel,Customer Visit,Yes,9000,Sales,5,1500
1487,MX,Mexico City,US,Miami,16,BMW 3 plugin hybrid,Customer Visit,No,9000,Marketing,3,450
1492,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Internal Business Trip,No,6000,Sales,2,2250
1497,CN,Beijing,AU,Sydney,12,Business Class Flight,Conference/Exhibition,No,8000,Sales,3,1200
1498,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Customer Visit,No,7000,Legal,3,3300
1503,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,9000,Marketing,1,300
1506,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Customer Visit,No,10000,Marketing,6,3000
1508,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Sales,1,1200
1511,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Partner Visit,No,8000,Sales,3,300
1512,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,2,450
1516,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,10000,Legal,5,2850
1517,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,10000,Sales,2,1350
1518,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Value Engineering,2,450
1519,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,No,7000,Sales,4,2400
1529,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,Sales,3,2700
1534,US,New York,MX,Mexico City,11,First Class Flight,Internal Business Trip,Yes,10000,Marketing,3,1800
1535,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,9000,Operations,4,1200
1540,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,8000,Marketing,3,1800
1542,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,No,6000,Executive Management,2,1500
1547,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,Yes,6000,Executive Management,3,1200
1550,DE,Berlin,FR,Paris,13,BMW 3 diesel,Customer Visit,No,9000,Executive Management,4,2700
1551,CN,Beijing,IN,New Delhi,12,Business Class Flight,Enablement,Yes,8000,Value Engineering,3,1350
1557,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Sales,1,3600
1559,CN,Beijing,RU,Moscow,12,Business Class Flight,Customer Visit,Yes,9000,Services,2,1350
1560,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,Value Engineering,1,3600
1561,AU,Sydney,CN,Beijing,10,Economy Flight,Customer Visit,No,10000,Marketing,3,1200
1564,BR,Ṣo Paulo,US,Miami,11,First Class Flight,Conference/Exhibition,No,8000,Value Engineering,3,3600
1566,AU,Sydney,SG,Singapore,11,First Class Flight,Enablement,Yes,10000,Sales,1,3600
1570,CN,Beijing,AU,Sydney,4,Train,Conference/Exhibition,Yes,8000,Operations,4,1500
1578,DE,Berlin,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,Sales,2,2400
1581,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,10000,Marketing,4,3000
1587,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,4,450
1588,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Operations,6,3300
1590,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Conference/Exhibition,Yes,7000,Operations,2,2550
1592,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Marketing,3,450
1593,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,Finance,5,300
1599,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,9000,Sales,5,2400
1604,CN,Beijing,US,New York,12,Business Class Flight,Conference/Exhibition,Yes,7000,Sales,4,3150
1607,US,New York,MX,Mexico City,4,Train,Customer Visit,No,6000,Ecosystem,3,1200
1610,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,9000,Customer Support,3,3000
1612,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,6000,Office Management,3,3600
1613,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,7000,Customer Support,3,3750
1615,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,10000,Sales,2,2550
1633,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,6000,Value Engineering,3,2700
1638,DE,Berlin,GB,London,12,Business Class Flight,Partner Visit,Yes,9000,Marketing,2,2850
1644,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,Value Engineering,3,3000
1645,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,Marketing,4,2700
1648,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,Yes,8000,Marketing,4,2700
1651,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,6,1200
1654,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,7000,Marketing,1,1500
1661,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,Yes,7000,Sales,6,300
1662,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,Sales,2,1200
1665,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Services,1,1800
1668,AU,Sydney,AU,Brisbane,13,BMW 3 diesel,Enablement,No,10000,Customer Support,4,2850
1674,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,Yes,8000,Customer Support,3,900
1678,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,Yes,7000,Sales,2,3000
1679,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,10000,Sales,2,900
1682,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Customer Visit,Yes,10000,Marketing,3,2550
1685,DE,Berlin,IT,Rome,14,Volkswagen Golf diesel,Customer Visit,Yes,9000,Marketing,5,3150
1689,BR,Ṣo Paulo,AR,Buenos Aires,15,Volkswagen Golf petrol,Customer Visit,No,8000,Marketing,5,450
1697,DE,Berlin,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,No,6000,Sales,5,1800
1702,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,9000,Marketing,3,1200
1715,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,10000,Marketing,1,1200
1716,AU,Sydney,SG,Singapore,12,Business Class Flight,Internal Business Trip,No,10000,Executive Management,4,3300
1721,CN,Beijing,US,New York,12,Business Class Flight,Conference/Exhibition,Yes,10000,Engineering,2,1800
1722,DE,Hamburg,DE,Berlin,15,Volkswagen Golf petrol,Conference/Exhibition,No,8000,Services,2,3450
1725,DE,Hamburg,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,No,6000,Operations,1,3450
1730,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,6000,Value Engineering,3,1500
1731,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Sales,5,2850
1732,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Office Management,1,3150
1738,US,New York,FR,Paris,12,Business Class Flight,Internal Business Trip,No,8000,Executive Management,5,750
1739,CN,Beijing,IN,New Delhi,4,Train,Customer Visit,No,7000,Office Management,3,1200
1740,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,8000,Sales,2,2700
1743,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Sales,5,450
1752,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Partner Visit,No,8000,Value Engineering,3,1800
1764,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Partner Visit,No,10000,Value Engineering,2,3900
1766,BR,Ṣo Paulo,ZA,Johannesburg,11,First Class Flight,Internal Business Trip,No,10000,Services,2,2250
1770,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,No,7000,Marketing,2,1800
1777,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,10000,Customer Support,5,3600
1778,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,7000,Services,4,2700
1780,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Internal Business Trip,No,9000,Sales,3,3600
1792,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,Sales,3,3150
1794,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Value Engineering,4,3300
1801,DE,Berlin,IT,Rome,13,BMW 3 diesel,Conference/Exhibition,No,9000,Legal,3,2100
1802,DE,Berlin,NL,Amsterdam,16,BMW 3 plugin hybrid,Customer Visit,No,10000,Executive Management,5,450
1803,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,Legal,3,3000
1805,ZA,Cape Town,ZA,Johannesburg,17,Fiat 500 electric,Customer Visit,No,7000,Value Engineering,3,3600
1807,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Sales,4,3000
1810,MX,Mexico City,US,Miami,13,BMW 3 diesel,Conference/Exhibition,No,7000,Engineering,2,3600
1818,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,Yes,10000,Sales,6,3150
1819,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,Sales,3,2700
1821,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,7000,Customer Support,3,3600
1823,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Operations,3,2250
1830,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,2,1800
1831,DE,Berlin,IT,Rome,17,Fiat 500 electric,Customer Visit,No,6000,Sales,1,1200
1834,CN,Beijing,GB,London,10,Economy Flight,Conference/Exhibition,No,8000,Engineering,1,2100
1836,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,Sales,1,2550
1843,DE,Berlin,GB,London,4,Train,Customer Visit,No,7000,Value Engineering,3,3150
1857,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Finance,2,1500
1859,AU,Sydney,CN,Beijing,10,Economy Flight,Conference/Exhibition,No,7000,Sales,5,2100
