TripID,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
1043,TR001043,EXP001043,,Policy exception approved,470.02,,,,,,,,,Security screening,,1,V16
1044,TR001044,EXP001044,,Standard travel reimbursement,331.06,,,,,,,,,Weather delay,,0,V28
1056,TR001056,EXP001056,,Partial reimbursement,299.59,Operational issue,Rebooked flight,Missed connection,New hotel chosen,Quality issue,,,,,,1,V1
1057,TR001057,EXP001057,,Policy exception approved,354.65,,,,,,,,,,,0,V1
1058,TR001058,EXP001058,,Standard travel reimbursement,520.44,,,,,,,,,,,0,V1
1059,TR001059,EXP001059,,Standard travel reimbursement,269.64,,,,,,,,,,,0,V1
1062,TR001062,EXP001062,,Partial reimbursement,564.07,,,,,,,,,,1.0,1,V19
1063,TR001063,EXP001063,,Policy exception approved,264.05,,,,,,,,,Weather delay,,1,V11
1068,TR001068,EXP001068,,Policy exception approved,357.94,,,,,,,,,Security screening,,0,V1
1070,TR001070,EXP001070,,Partial reimbursement,523.1,,,,,,,,,,,3,V1
1072,TR001072,EXP001072,,Partial reimbursement,384.81,,,,,,,,,,,0,V1
1078,TR001078,EXP001078,,Policy exception approved,147.22,,,,,,Updated Economy Flight,-4.46,Time constraints,,3.0,1,V18
1079,TR001079,EXP001079,,Partial reimbursement,434.91,,,,,,,,,,,3,V22
1083,TR001083,EXP001083,,Partial reimbursement,418.05,,,,,,,,,,,0,V1
1088,TR001088,EXP001088,,Standard travel reimbursement,236.84,,Rebooked flight,Better schedule,Alternative hotel selected,Rate change,,,,,,0,V10
1102,TR001102,EXP001102,Out of policy,Policy exception approved,310.95,,,,,,Updated Business Class Flight,-48.65,Safety concern,,4.0,3,V17
1107,TR001107,EXP001107,Out of policy,Standard travel reimbursement,224.91,,,,,,Updated Economy Flight,106.29,Cost optimization,,,1,V1
1108,TR001108,EXP001108,,Partial reimbursement,298.68,,,,,,,,,,3.0,4,V19
1114,TR001114,EXP001114,,Standard travel reimbursement,435.03,,,,,,,,,,,3,V33
1125,TR001125,EXP001125,,Standard travel reimbursement,282.75,,,,,,,,,,,0,V1
1126,TR001126,EXP001126,,Partial reimbursement,465.98,,,,,,,,,,,3,V1
1130,TR001130,EXP001130,Out of policy,,530.68,,,,,,,,,,1.0,3,V18
1132,TR001132,EXP001132,,Partial reimbursement,148.59,,,,,,,,,,,2,V1
1133,TR001133,EXP001133,Missing receipt,Partial reimbursement,375.17,,,,,,Updated Business Class Flight,-169.02,Cost optimization,,,2,V21
1136,TR001136,EXP001136,,Partial reimbursement,460.05,,,,,,,,,,,3,V1
1139,TR001139,EXP001139,,Standard travel reimbursement,187.5,,,,,,,,,,,1,V1
1141,TR001141,EXP001141,Missing receipt,Standard travel reimbursement,125.3,,,,,,,,,,,3,V1
1142,TR001142,EXP001142,,Policy exception approved,436.15,,,,,,,,,,,3,V22
1143,TR001143,EXP001143,,Policy exception approved,452.69,,,,,,Updated Economy Flight,171.25,Client preference,,,0,V1
1148,TR001148,EXP001148,,Partial reimbursement,537.93,,,,,,,,,,,3,V1
1149,TR001149,EXP001149,,Policy exception approved,344.69,,,,,,,,,,,3,V22
1150,TR001150,EXP001150,,Partial reimbursement,140.96,,,,,,,,,,2.0,4,V19
1154,TR001154,EXP001154,,Partial reimbursement,340.19,,,,,,,,,,3.0,3,V17
1155,TR001155,EXP001155,,Standard travel reimbursement,309.23,,,,,,,,,,,2,V1
1161,TR001161,EXP001161,,Partial reimbursement,152.43,,,,,,,,,,,0,V1
1162,TR001162,EXP001162,,Partial reimbursement,403.85,,Rebooked rental,Cheaper fare,,,,,,,,2,V9
1167,TR001167,EXP001167,,Standard travel reimbursement,246.47,,,,,,Updated BMW 3 diesel,-95.67,Safety concern,,,4,V1
1174,TR001174,EXP001174,,Policy exception approved,352.96,,,,,,,,,,,4,V13
1179,TR001179,EXP001179,Missing receipt,Policy exception approved,563.18,Weather disruption,,,,,Updated Economy Flight,76.36,Client preference,,,0,V1
1184,TR001184,EXP001184,Personal expense,Standard travel reimbursement,524.35,Weather disruption,,,,,,,,,,2,V1
1185,TR001185,EXP001185,,Policy exception approved,296.26,,,,New hotel chosen,Location preference,,,,,,0,V1
1191,TR001191,EXP001191,,Standard travel reimbursement,317.56,,,,,,,,,,,1,V1
1192,TR001192,EXP001192,,Policy exception approved,372.41,,,,,,,,,,,3,V1
1196,TR001196,EXP001196,Personal expense,Standard travel reimbursement,206.88,,Rebooked flight,Schedule conflict,Alternative hotel selected,Rate change,,,,Airport congestion,,3,V10
1198,TR001198,EXP001198,,Partial reimbursement,509.68,,,,New hotel chosen,Location preference,,,,,,4,V14
1207,TR001207,EXP001207,,Policy exception approved,313.56,Airline schedule change,Rebooked flight,Better schedule,,,,,,,,1,V9
1208,TR001208,EXP001208,,Standard travel reimbursement,458.57,,,,,,,,,,,0,V1
1209,TR001209,EXP001209,Missing receipt,Policy exception approved,289.49,,,,New hotel chosen,Rate change,Updated Volkswagen Golf diesel,-69.98,Client preference,,,0,V1
1217,TR001217,EXP001217,,Policy exception approved,427.46,,,,,,,,,,,0,V1
1219,TR001219,EXP001219,,Policy exception approved,445.41,,,,,,,,,,,2,V21
1220,TR001220,EXP001220,,Standard travel reimbursement,432.44,,,,,,,,,,,3,V1
1224,TR001224,EXP001224,,Policy exception approved,465.62,,,,,,,,,,,1,V1
1228,TR001228,EXP001228,Missing receipt,Partial reimbursement,311.51,,,,,,,,,,,4,V26
1230,TR001230,EXP001230,,Policy exception approved,426.14,,,,,,,,,,,1,V20
1237,TR001237,EXP001237,,Policy exception approved,171.32,,,,,,,,,Rental desk queue,,3,V11
1239,TR001239,EXP001239,,Partial reimbursement,451.65,,,,,,,,,,,1,V1
1244,TR001244,EXP001244,Late submission,Partial reimbursement,459.21,Personal emergency,Rebooked flight,Better schedule,,,,,,,,4,V16
1256,TR001256,EXP001256,,Partial reimbursement,396.63,Airline schedule change,Rebooked flight,Schedule conflict,,,,,,,,3,V23
1259,TR001259,EXP001259,,Policy exception approved,380.28,,,,,,,,,,,3,V20
1260,TR001260,EXP001260,,Partial reimbursement,470.19,Rental availability change,,,,,,,,,,1,V8
1267,TR001267,EXP001267,Missing receipt,Standard travel reimbursement,473.99,,,,New hotel chosen,Rate change,,,,,4.0,1,V19
1269,TR001269,EXP001269,,Policy exception approved,404.89,,,,,,Updated Volkswagen Golf diesel,-132.06,Client preference,,,0,V1
1283,TR001283,EXP001283,,Policy exception approved,310.84,,,,,,,,,,,4,V1
1296,TR001296,EXP001296,,Standard travel reimbursement,324.06,,,,,,,,,Security screening,,3,V25
1305,TR001305,EXP001305,,Policy exception approved,145.09,,,,,,,,,,,2,V1
1310,TR001310,EXP001310,Late submission,,140.06,,,,,,,,,Traffic congestion,3.0,2,V18
1314,TR001314,EXP001314,,Standard travel reimbursement,151.54,,Rebooked flight,Better schedule,New hotel chosen,Rate change,,,,,,4,V24
1319,TR001319,EXP001319,Out of policy,Partial reimbursement,217.61,,,,,,,,,,,0,V1
1324,TR001324,EXP001324,,Policy exception approved,241.79,,,,,,,,,,,3,V1
1327,TR001327,EXP001327,,Partial reimbursement,258.32,,,,,,,,,,,3,V1
1329,TR001329,EXP001329,,Standard travel reimbursement,131.53,,,,New hotel chosen,Quality issue,,,,,,3,V1
1332,TR001332,EXP001332,,Standard travel reimbursement,142.27,,,,,,,,,,,4,V22
1340,TR001340,EXP001340,Personal expense,Partial reimbursement,391.84,,Rebooked flight,Schedule conflict,,,,,,Weather delay,,3,V29
1341,TR001341,EXP001341,,Standard travel reimbursement,221.3,,,,,,,,,,,4,V1
1342,TR001342,EXP001342,,Partial reimbursement,285.95,,,,,,,,,Security screening,,1,V20
1343,TR001343,EXP001343,,Partial reimbursement,432.43,,,,,,,,,,,3,V1
1344,TR001344,EXP001344,,Partial reimbursement,280.78,,,,,,,,,,,0,V1
1346,TR001346,EXP001346,,Partial reimbursement,147.43,,,,,,,,,,,4,V1
1349,TR001349,EXP001349,,Partial reimbursement,465.95,,,,,,,,,,,4,V14
1353,TR001353,EXP001353,,Standard travel reimbursement,382.92,,,,,,,,,,,1,V13
1356,TR001356,EXP001356,Late submission,Standard travel reimbursement,567.35,,,,,,,,,,,1,V1
1365,TR001365,EXP001365,,Policy exception approved,155.54,,,,,,Updated Economy Flight,3.79,Client preference,,,2,V20
1367,TR001367,EXP001367,,Standard travel reimbursement,393.13,,,,,,,,,,,1,V1
1369,TR001369,EXP001369,,Partial reimbursement,410.96,,,,,,,,,,,4,V1
1378,TR001378,EXP001378,,Policy exception approved,233.89,,,,,,,,,,,4,V1
1379,TR001379,EXP001379,,Standard travel reimbursement,379.23,,,,,,,,,,,0,V13
1383,TR001383,EXP001383,,Partial reimbursement,395.09,,,,,,,,,,,0,V1
1386,TR001386,EXP001386,Late submission,Standard travel reimbursement,297.9,,,,New hotel chosen,Hotel overbooked,,,,,,2,V1
1391,TR001391,EXP001391,,Standard travel reimbursement,470.8,,,,,,,,,,,2,V1
1393,TR001393,EXP001393,Late submission,Policy exception approved,435.85,,,,,,,,,,,0,V1
1397,TR001397,EXP001397,,Standard travel reimbursement,407.1,,Rebooked flight,Schedule conflict,Alternative hotel selected,Availability,,,,,,2,V24
1398,TR001398,EXP001398,Late submission,Policy exception approved,250.01,,,,,,,,,,,4,V1
1401,TR001401,EXP001401,,Partial reimbursement,399.05,,,,,,,,,,,4,V1
1404,TR001404,EXP001404,Missing receipt,Standard travel reimbursement,475.93,,,,,,,,,,,3,V1
1407,TR001407,EXP001407,,Standard travel reimbursement,211.72,Airline schedule change,,,,,,,,,,4,V8
1410,TR001410,EXP001410,,Standard travel reimbursement,245.02,,,,,,,,,,,3,V1
1412,TR001412,EXP001412,Late submission,Standard travel reimbursement,599.23,,Rebooked flight,Better schedule,,,,,,,,4,V23
1414,TR001414,EXP001414,,Standard travel reimbursement,129.08,,,,,,,,,,,1,V1
1419,TR001419,EXP001419,,Policy exception approved,156.06,,,,,,,,,,,4,V1
1422,TR001422,EXP001422,,Standard travel reimbursement,413.75,,,,,,,,,,,3,V20
1423,TR001423,EXP001423,,Standard travel reimbursement,210.05,,Rebooked flight,Better schedule,,,,,,Weather delay,,4,V9
1431,TR001431,EXP001431,,Standard travel reimbursement,321.35,,,,,,,,,,,2,V1
1434,TR001434,EXP001434,Missing receipt,Policy exception approved,206.59,,,,,,,,,,,3,V1
1436,TR001436,EXP001436,,Standard travel reimbursement,214.36,,Rebooked flight,Schedule conflict,,,,,,Airport congestion,,2,V30
1448,TR001448,EXP001448,Out of policy,Partial reimbursement,539.64,Personal emergency,,,,,,,,,,1,V21
1450,TR001450,EXP001450,,Policy exception approved,145.52,,,,,,,,,,,2,V1
1453,TR001453,EXP001453,,Standard travel reimbursement,248.13,,Rebooked rental,Better schedule,Alternative hotel selected,Rate change,,,,,,4,V5
1455,TR001455,EXP001455,Late submission,,178.88,,,,,,,,,,2.0,3,V18
1456,TR001456,EXP001456,,Standard travel reimbursement,308.93,,,,,,,,,Security screening,,3,V16
1457,TR001457,EXP001457,,Standard travel reimbursement,134.53,,,,,,,,,,,3,V1
1461,TR001461,EXP001461,,Policy exception approved,351.14,,Rebooked train,Better schedule,,,,,,,,0,V4
1466,TR001466,EXP001466,,Partial reimbursement,216.11,,,,,,,,,,,2,V1
1470,TR001470,EXP001470,,Partial reimbursement,408.75,Train schedule change,,,,,,,,,,0,V12
1473,TR001473,EXP001473,Missing receipt,Standard travel reimbursement,451.77,,,,,,,,,,,2,V22
1485,TR001485,EXP001485,Out of policy,Partial reimbursement,508.55,Rental availability change,,,,,,,,,,0,V12
1487,TR001487,EXP001487,,Policy exception approved,144.07,,,,,,,,,,,2,V1
1492,TR001492,EXP001492,Missing receipt,Policy exception approved,431.7,,,,,,Updated Business Class Flight,168.56,Client preference,,,3,V1
1497,TR001497,EXP001497,Personal expense,Standard travel reimbursement,569.47,Operational issue,,,,,,,,,,4,V26
1498,TR001498,EXP001498,,Partial reimbursement,433.04,,,,New hotel chosen,Rate change,,,,,,2,V1
1503,TR001503,EXP001503,Personal expense,Standard travel reimbursement,167.15,,,,,,,,,,2.0,1,V17
1506,TR001506,EXP001506,,Policy exception approved,423.6,,Rebooked rental,Cheaper fare,,,Updated Volkswagen Golf petrol,76.97,Cost optimization,,,2,V15
1508,TR001508,EXP001508,,Standard travel reimbursement,211.87,,,,,,,,,Weather delay,,4,V1
1511,TR001511,EXP001511,,Standard travel reimbursement,371.81,,Rebooked rental,Schedule conflict,,,,,,,,0,V23
1512,TR001512,EXP001512,,Policy exception approved,155.26,,,,,,,,,,,3,V1
1516,TR001516,EXP001516,,Partial reimbursement,411.33,,,,,,,,,,,1,V1
1517,TR001517,EXP001517,,Partial reimbursement,249.07,Personal emergency,Rebooked flight,Missed connection,,,Updated Economy Flight,-32.4,Cost optimization,,,2,V1
1518,TR001518,EXP001518,,Partial reimbursement,147.68,,Rebooked flight,Route change,Alternative hotel selected,Availability,Updated Economy Flight,-13.68,Client preference,,,2,V10
1519,TR001519,EXP001519,,Policy exception approved,390.69,,,,,,,,,,,1,V1
1529,TR001529,EXP001529,,Partial reimbursement,377.81,,,,,,,,,,,0,V1
1534,TR001534,EXP001534,,Partial reimbursement,317.03,,,,,,Updated First Class Flight,-164.68,Client preference,,,0,V26
1535,TR001535,EXP001535,,Partial reimbursement,211.71,,,,,,,,,,,3,V1
1540,TR001540,EXP001540,,Standard travel reimbursement,293.89,Weather disruption,,,,,,,,,,2,V8
1542,TR001542,EXP001542,,Standard travel reimbursement,278.2,,,,,,,,,,,3,V1
1547,TR001547,EXP001547,,Policy exception approved,224.31,,,,,,,,,,,4,V22
1550,TR001550,EXP001550,,Standard travel reimbursement,350.41,,,,,,,,,,,2,V1
1551,TR001551,EXP001551,Late submission,Partial reimbursement,236.18,,Rebooked flight,Better schedule,New hotel chosen,Hotel overbooked,,,,,,3,V24
1557,TR001557,EXP001557,,Standard travel reimbursement,127.15,,,,,,,,,,,2,V1
1559,TR001559,EXP001559,Personal expense,Standard travel reimbursement,402.42,,,,,,,,,,,3,V1
1560,TR001560,EXP001560,,Standard travel reimbursement,128.39,,,,,,,,,Weather delay,,4,V11
1561,TR001561,EXP001561,Out of policy,Partial reimbursement,458.81,Personal emergency,,,,,,,,,,1,V1
1564,TR001564,EXP001564,,Policy exception approved,482.41,,,,New hotel chosen,Hotel overbooked,,,,,,4,V1
1566,TR001566,EXP001566,,Standard travel reimbursement,133.97,,,,,,,,,,,2,V20
1570,TR001570,EXP001570,,Standard travel reimbursement,244.78,,,,,,,,,,,3,V1
1578,TR001578,EXP001578,,Partial reimbursement,399.06,,,,,,Updated Volkswagen Golf petrol,54.7,Client preference,,,2,V22
1581,TR001581,EXP001581,,Standard travel reimbursement,449.32,,,,,,,,,Security screening,,0,V1
1587,TR001587,EXP001587,,Policy exception approved,272.74,,,,New hotel chosen,Location preference,,,,,,4,V1
1588,TR001588,EXP001588,,Partial reimbursement,407.24,,,,,,,,,Airport congestion,,2,V1
1590,TR001590,EXP001590,Late submission,Policy exception approved,232.0,,,,,,,,,,,3,V20
1592,TR001592,EXP001592,,Standard travel reimbursement,146.18,,,,New hotel chosen,Location preference,,,,Mechanical issue,,1,V1
1593,TR001593,EXP001593,,Standard travel reimbursement,137.3,Personal emergency,,,,,,,,,,4,V1
1599,TR001599,EXP001599,,Standard travel reimbursement,331.61,,,,,,,,,,,0,V1
1604,TR001604,EXP001604,,Policy exception approved,588.32,,,,,,,,,,,4,V21
1607,TR001607,EXP001607,,Policy exception approved,242.59,,Rebooked train,Schedule conflict,,,Updated Train,123.56,Client preference,,,0,V15
1610,TR001610,EXP001610,Missing receipt,,552.67,,,,,,,,,,2.0,1,V18
1612,TR001612,EXP001612,,Standard travel reimbursement,466.75,,,,,,,,,,,3,V1
1613,TR001613,EXP001613,,Policy exception approved,538.47,,Rebooked rental,Route change,,,Updated BMW 3 diesel,214.31,Cost optimization,,,1,V27
1615,TR001615,EXP001615,,Partial reimbursement,401.81,,,,,,,,,Airport congestion,,2,V11
1633,TR001633,EXP001633,,Partial reimbursement,178.54,,Rebooked rental,Cheaper fare,Alternative hotel selected,Quality issue,,,,,,3,V24
1638,TR001638,,,,,,,,,,,,,,,4,V33
1644,TR001644,EXP001644,,Policy exception approved,390.78,,,,,,,,,,,0,V1
1645,TR001645,EXP001645,,Partial reimbursement,492.6,,,,,,,,,,,1,V1
1648,TR001648,EXP001648,Out of policy,Standard travel reimbursement,230.99,,,,,,,,,,,2,V25
1651,TR001651,,,,,Personal emergency,,,,,,,,,2.0,2,V18
1654,TR001654,EXP001654,Late submission,Partial reimbursement,470.62,,,,,,,,,,,3,V1
1661,TR001661,EXP001661,Late submission,Policy exception approved,313.85,,,,,,,,,,,1,V14
1662,TR001662,EXP001662,,Standard travel reimbursement,218.2,,,,,,,,,,,4,V1
1665,TR001665,EXP001665,,Policy exception approved,296.86,,,,New hotel chosen,Hotel overbooked,,,,,,3,V1
1668,TR001668,EXP001668,,Policy exception approved,259.75,,Rebooked rental,Schedule conflict,,,Updated BMW 3 diesel,208.82,Client preference,,,2,V15
1674,TR001674,EXP001674,,Policy exception approved,212.26,,,,,,,,,,,3,V1
1678,TR001678,EXP001678,,Standard travel reimbursement,417.88,Personal emergency,,,,,,,,,,0,V12
1679,TR001679,EXP001679,,Standard travel reimbursement,209.99,,,,,,,,,,,2,V1
1682,TR001682,EXP001682,,Partial reimbursement,393.37,,,,,,,,,,,2,V1
1685,TR001685,EXP001685,Late submission,Partial reimbursement,372.8,,,,,,,,,,,2,V16
1689,TR001689,EXP001689,,Policy exception approved,155.27,,,,New hotel chosen,Hotel overbooked,,,,,,0,V1
1697,TR001697,EXP001697,,Policy exception approved,331.39,,,,,,,,,,4.0,4,V17
1702,TR001702,EXP001702,Out of policy,Standard travel reimbursement,163.73,,,,,,,,,,,4,V1
1715,TR001715,EXP001715,Personal expense,Standard travel reimbursement,254.14,,,,,,,,,,,1,V1
1716,TR001716,EXP001716,,Partial reimbursement,426.84,,,,,,,,,,,1,V21
1721,TR001721,EXP001721,,Partial reimbursement,409.69,,,,,,,,,,,4,V13
1722,TR001722,EXP001722,,Policy exception approved,507.19,,,,,,,,,,2.0,4,V17
1725,TR001725,EXP001725,,Standard travel reimbursement,439.17,,,,,,,,,,,2,V1
1730,TR001730,EXP001730,,Partial reimbursement,280.67,,,,,,,,,,,1,V1
1731,TR001731,EXP001731,,Partial reimbursement,365.34,,Rebooked flight,Route change,,,Updated Economy Flight,62.3,Cost optimization,Airport congestion,,2,V15
1732,TR001732,EXP001732,,Policy exception approved,486.81,,,,,,,,,,,0,V1
1738,TR001738,EXP001738,,Partial reimbursement,186.19,Weather disruption,Rebooked flight,Cheaper fare,,,,,,,,0,V23
1739,TR001739,EXP001739,,Partial reimbursement,225.8,,,,New hotel chosen,Rate change,,,,,,2,V22
1740,TR001740,EXP001740,,Policy exception approved,368.2,,,,,,,,,,,4,V13
1743,TR001743,EXP001743,,Standard travel reimbursement,144.3,,,,New hotel chosen,Quality issue,,,,,,4,V1
1752,TR001752,EXP001752,,Standard travel reimbursement,320.54,,,,,,,,,,,0,V1
1764,TR001764,EXP001764,,Standard travel reimbursement,585.12,,,,,,,,,,,1,V20
1766,TR001766,EXP001766,,Policy exception approved,307.1,,,,,,,,,,,1,V1
1770,TR001770,EXP001770,,Policy exception approved,312.15,,,,,,Updated Business Class Flight,97.71,Time constraints,,,4,V1
1777,TR001777,EXP001777,,Partial reimbursement,498.52,,,,,,,,,,,4,V26
1778,TR001778,EXP001778,,Partial reimbursement,572.81,,Rebooked rental,Better schedule,,,,,,,,3,V23
1780,TR001780,EXP001780,,Policy exception approved,380.57,,,,,,,,,,,1,V1
1792,TR001792,EXP001792,,Policy exception approved,455.9,,,,,,Updated Volkswagen Golf diesel,97.15,Safety concern,,2.0,1,V19
1794,TR001794,EXP001794,,Partial reimbursement,421.47,,,,,,,,,,,4,V25
1801,TR001801,EXP001801,,Standard travel reimbursement,339.91,,,,,,,,,,,2,V1
1802,TR001802,EXP001802,,Standard travel reimbursement,148.92,,,,,,,,,,,1,V1
1803,TR001803,EXP001803,,Partial reimbursement,424.27,,,,,,,,,Mechanical issue,,0,V11
1805,TR001805,EXP001805,,Partial reimbursement,474.69,Personal emergency,,,,,,,,,,0,V8
1807,TR001807,EXP001807,Personal expense,Partial reimbursement,588.1,,,,,,,,,,,2,V26
1810,TR001810,EXP001810,,Policy exception approved,426.13,,,,,,,,,,,2,V16
1818,TR001818,EXP001818,Missing receipt,Standard travel reimbursement,112.4,,,,,,,,,,,0,V1
1819,TR001819,EXP001819,,Policy exception approved,384.39,,,,,,,,,,,2,V1
1821,TR001821,EXP001821,Late submission,Partial reimbursement,266.1,,Rebooked rental,Better schedule,Alternative hotel selected,Quality issue,,,,,,3,V24
1823,TR001823,EXP001823,,Policy exception approved,357.15,,,,,,,,,Weather delay,,3,V11
1830,TR001830,EXP001830,,Partial reimbursement,165.73,,,,,,,,,,,1,V1
1831,TR001831,EXP001831,,Policy exception approved,454.82,,,,,,,,,,,3,V1
1834,TR001834,EXP001834,,Partial reimbursement,339.15,,,,,,,,,,,3,V1
1836,TR001836,EXP001836,,Partial reimbursement,349.78,,,,,,,,,,,2,V1
1843,TR001843,EXP001843,Late submission,Standard travel reimbursement,233.41,,,,,,,,,,,1,V1
1857,TR001857,EXP001857,,Policy exception approved,272.79,,,,,,,,,,,3,V1
